txn_id,card_id,device_id,ip,merchant_id,amount,ts,geo,label
TXN_000574,CARD_0096,DEV_0077,80.173.179.2,MERCH_0010,1244.58,2026-08-30 20:37:00,IN-Ahmedabad,0
TXN_000575,CARD_0110,DEV_0141,182.213.148.30,MERCH_0034,103.98,2026-08-14 18:57:00,IN-Pune,0
TXN_000576,CARD_0120,DEV_0096,183.43.88.11,MERCH_0039,477.29,2026-08-25 09:12:00,IN-Bangalore,0
TXN_000577,CARD_0090,DEV_0149,97.78.83.47,MERCH_0001,1478.75,2026-08-19 13:15:00,IN-Chennai,0
TXN_000578,CARD_0160,DEV_0014,150.195.190.28,MERCH_0015,2420.19,2026-08-28 01:36:00,IN-Chennai,0
TXN_000579,CARD_0060,DEV_0029,76.151.11.251,MERCH_0021,6091.58,2026-08-05 12:43:00,IN-Mumbai,0
TXN_000580,CARD_0005,DEV_0107,149.250.76.115,MERCH_0017,2437.76,2026-08-30 19:06:00,IN-Mumbai,0
TXN_000581,CARD_0178,DEV_0025,59.46.222.251,MERCH_0031,780.79,2026-08-31 11:38:00,IN-Pune,0
TXN_000582,CARD_0176,DEV_0042,166.183.31.102,MERCH_0039,2823.61,2026-08-17 04:58:00,IN-Chennai,0
TXN_000583,CARD_0093,DEV_0073,167.77.253.247,MERCH_0016,2063.63,2026-08-23 07:33:00,IN-Mumbai,0
TXN_000584,CARD_0076,DEV_0151,25.120.69.100,MERCH_0021,1475.7,2026-08-14 04:48:00,IN-Delhi,0
TXN_000585,CARD_0017,DEV_0077,119.144.195.129,MERCH_0032,74.21,2026-08-08 07:52:00,IN-Delhi,0
TXN_000586,CARD_0076,DEV_0131,83.243.77.246,MERCH_0029,557.41,2026-08-07 22:09:00,IN-Delhi,0
TXN_000587,CARD_0195,DEV_0127,190.21.230.233,MERCH_0013,685.94,2026-08-31 15:36:00,IN-Pune,0
TXN_000588,CARD_0190,DEV_0118,138.63.232.95,MERCH_0009,284.26,2026-08-20 07:16:00,IN-Pune,0
TXN_000589,CARD_0038,DEV_0016,203.74.70.10,MERCH_0013,246.9,2026-08-18 19:57:00,IN-Chennai,0
TXN_000590,CARD_0105,DEV_0103,92.191.220.38,MERCH_0015,259.04,2026-08-19 10:24:00,IN-Mumbai,0
TXN_000591,CARD_0038,DEV_0111,10.29.188.213,MERCH_0027,376.75,2026-08-21 07:41:00,IN-Chennai,0
TXN_000592,CARD_0009,DEV_0140,10.29.188.213,MERCH_0011,99.61,2026-08-20 02:03:00,IN-Pune,0
TXN_000593,CARD_0010,DEV_0016,62.213.95.171,MERCH_0026,441.74,2026-08-10 09:15:00,IN-Ahmedabad,0
TXN_000594,CARD_0093,DEV_0128,70.226.217.125,MERCH_0007,257.26,2026-08-28 09:17:00,IN-Mumbai,0
TXN_000595,CARD_0170,DEV_0031,85.75.1.71,MERCH_0020,1449.96,2026-08-08 14:12:00,IN-Delhi,0
TXN_000596,CARD_0149,DEV_0070,167.110.220.116,MERCH_0028,341.77,2026-08-21 18:13:00,IN-Chennai,0
TXN_000597,CARD_0065,DEV_0063,118.32.56.215,MERCH_0017,406.79,2026-08-29 22:50:00,IN-Kolkata,0
TXN_000598,CARD_0037,DEV_0013,159.167.113.166,MERCH_0015,1864.19,2026-08-15 18:15:00,IN-Kolkata,0
TXN_000599,CARD_0141,DEV_0113,88.136.1.73,MERCH_0024,713.79,2026-08-03 10:01:00,IN-Hyderabad,0
TXN_000600,CARD_0100,DEV_0041,175.165.161.39,MERCH_0028,71.89,2026-08-20 20:49:00,IN-Chennai,0
TXN_000601,CARD_0081,DEV_0085,118.32.56.215,MERCH_0027,616.44,2026-08-03 04:02:00,IN-Pune,0
TXN_000602,CARD_0025,DEV_0140,109.26.147.154,MERCH_0020,374.33,2026-08-20 14:53:00,IN-Chennai,0
TXN_000603,CARD_0177,DEV_0034,155.220.50.204,MERCH_0007,83015.63,2026-08-30 03:01:00,GB-London,1
TXN_000604,CARD_0051,DEV_0033,113.81.186.96,MERCH_0038,298.65,2026-08-18 05:15:00,IN-Chennai,0
TXN_000605,CARD_0105,DEV_0044,38.223.46.243,MERCH_0037,1294.06,2026-08-17 23:03:00,IN-Mumbai,0
TXN_000606,CARD_0083,DEV_0096,207.151.173.206,MERCH_0036,474.83,2026-08-23 10:56:00,IN-Pune,0
TXN_000607,CARD_0005,DEV_0118,167.209.59.36,MERCH_0012,5424.87,2026-08-07 01:52:00,IN-Mumbai,0
TXN_000608,CARD_0179,DEV_0022,76.151.11.251,MERCH_0023,573.43,2026-08-30 05:33:00,IN-Bangalore,0
TXN_000609,CARD_0145,DEV_0126,207.151.173.206,MERCH_0007,2179.84,2026-08-08 13:34:00,IN-Delhi,0
TXN_000610,CARD_0182,DEV_0052,94.139.84.66,MERCH_0038,658.29,2026-08-20 09:10:00,IN-Bangalore,0
TXN_000611,CARD_0072,DEV_0074,138.63.232.95,MERCH_0016,563.76,2026-08-23 21:05:00,IN-Mumbai,0
TXN_000612,CARD_0158,DEV_0002,171.4.238.231,MERCH_0030,1124.48,2026-08-21 04:42:00,IN-Kolkata,0
TXN_000613,CARD_0082,DEV_0152,87.203.41.219,MERCH_0016,2058.61,2026-08-14 09:41:00,IN-Chennai,0
TXN_000614,CARD_0024,DEV_0077,83.243.77.246,MERCH_0025,244.69,2026-08-30 03:00:00,IN-Hyderabad,0
TXN_000615,CARD_0094,DEV_0126,118.32.56.215,MERCH_0021,366.38,2026-08-07 00:44:00,IN-Delhi,0
TXN_000616,CARD_0119,DEV_0080,128.73.118.119,MERCH_0002,578.24,2026-08-18 01:20:00,IN-Pune,0
TXN_000617,CARD_0127,DEV_0067,90.13.212.14,MERCH_0039,1665.29,2026-08-19 17:00:00,IN-Mumbai,0
TXN_000618,CARD_0194,DEV_0125,137.117.181.19,MERCH_0009,1612.88,2026-08-08 23:15:00,IN-Hyderabad,0
TXN_000619,CARD_0168,DEV_0009,167.209.59.36,MERCH_0030,328.83,2026-08-12 11:20:00,IN-Pune,0
TXN_000620,CARD_0041,DEV_0113,155.76.170.21,MERCH_0022,2226.05,2026-08-12 15:14:00,IN-Pune,0
TXN_000621,CARD_0143,DEV_0089,76.167.212.45,MERCH_0005,990.57,2026-08-10 01:27:00,IN-Hyderabad,0
TXN_000622,CARD_0072,DEV_0149,44.235.185.23,MERCH_0013,2080.43,2026-08-24 20:06:00,IN-Mumbai,0
TXN_000623,CARD_0001,DEV_0127,5.123.73.75,MERCH_0006,1573.51,2026-08-06 12:28:00,IN-Chennai,0
TXN_000624,CARD_0084,DEV_0027,53.35.106.151,MERCH_GIFTCARDS,57355.83,2026-08-26 22:41:00,AE-Dubai,1
TXN_000625,CARD_0039,DEV_0068,190.21.230.233,MERCH_0037,65405.55,2026-08-11 13:14:00,AE-Dubai,1
TXN_000626,CARD_0001,DEV_0145,94.139.84.66,MERCH_0008,1865.41,2026-08-30 12:02:00,IN-Chennai,0
TXN_000627,CARD_0012,DEV_0102,3.25.254.214,MERCH_0016,2054.71,2026-08-19 14:52:00,IN-Bangalore,0
TXN_000628,CARD_0061,DEV_0103,10.29.188.213,MERCH_0018,1273.99,2026-08-14 08:12:00,IN-Kolkata,0
TXN_000629,CARD_0192,DEV_0079,128.73.118.119,MERCH_0038,648.78,2026-08-25 11:34:00,IN-Hyderabad,0
TXN_000630,CARD_0091,DEV_0121,112.9.235.236,MERCH_0017,578.35,2026-08-15 18:34:00,IN-Delhi,0
TXN_000631,CARD_0153,DEV_0109,82.242.195.99,MERCH_0005,907.48,2026-08-13 06:24:00,IN-Mumbai,0
TXN_000632,CARD_0131,DEV_0126,175.165.161.39,MERCH_0033,1474.19,2026-08-11 09:38:00,IN-Delhi,0
TXN_000633,CARD_0165,DEV_0063,81.130.191.245,MERCH_0033,999.02,2026-08-19 06:24:00,IN-Hyderabad,0
TXN_000634,CARD_0075,DEV_0145,14.64.215.135,MERCH_0016,585.21,2026-08-07 10:06:00,IN-Chennai,0
TXN_000635,CARD_0065,DEV_0046,82.242.195.99,MERCH_0025,1327.93,2026-08-09 14:02:00,IN-Kolkata,0
TXN_000636,CARD_0021,DEV_0115,210.102.70.224,MERCH_0039,2768.15,2026-08-18 22:49:00,IN-Delhi,0
TXN_000637,CARD_0067,DEV_0111,149.250.76.115,MERCH_0034,213.19,2026-08-23 23:28:00,IN-Delhi,0
TXN_000638,CARD_0001,DEV_0154,166.183.31.102,MERCH_0031,593.11,2026-08-31 21:24:00,IN-Chennai,0
TXN_000639,CARD_0158,DEV_0101,139.18.35.61,MERCH_0019,1582.02,2026-08-04 10:17:00,IN-Kolkata,0
TXN_000640,CARD_0032,DEV_0037,18.46.43.24,MERCH_0015,1340.73,2026-08-23 19:31:00,IN-Hyderabad,0
TXN_000641,CARD_0160,DEV_0121,149.250.76.115,MERCH_0027,375.08,2026-08-07 23:39:00,IN-Chennai,0
TXN_000642,CARD_0029,DEV_0005,44.235.185.23,MERCH_0028,564.47,2026-08-25 13:26:00,IN-Pune,0
TXN_000643,CARD_0062,DEV_0026,212.232.204.107,MERCH_0027,517.53,2026-08-06 13:57:00,IN-Delhi,0
TXN_000644,CARD_0126,DEV_0156,221.203.187.24,MERCH_0031,483.82,2026-08-05 09:07:00,IN-Chennai,0
TXN_000645,CARD_0182,DEV_0106,92.191.220.38,MERCH_0030,490.98,2026-08-31 15:09:00,IN-Bangalore,0
TXN_000646,CARD_0126,DEV_0088,221.203.187.24,MERCH_0028,443.55,2026-08-03 02:07:00,IN-Chennai,0
TXN_000647,CARD_0129,DEV_0099,90.13.212.14,MERCH_0026,297.1,2026-08-17 01:29:00,IN-Ahmedabad,0
TXN_000648,CARD_0172,DEV_0022,128.73.118.119,MERCH_0030,864.52,2026-08-16 02:26:00,IN-Bangalore,0
TXN_000649,CARD_0044,DEV_0142,149.250.76.115,MERCH_0003,656.77,2026-08-04 22:17:00,IN-Ahmedabad,0
TXN_000650,CARD_0091,DEV_0086,92.191.220.38,MERCH_0027,683.89,2026-08-16 05:56:00,IN-Delhi,0
TXN_000651,CARD_0158,DEV_0090,208.84.224.12,MERCH_0002,377.35,2026-08-06 22:05:00,IN-Kolkata,0
TXN_000652,CARD_0142,DEV_0026,165.89.237.252,MERCH_0003,2858.57,2026-08-25 14:48:00,IN-Kolkata,0
TXN_000653,CARD_0112,DEV_0052,219.247.54.61,MERCH_0023,128.22,2026-08-27 10:46:00,IN-Delhi,0
TXN_000654,CARD_0186,DEV_0039,85.75.1.71,MERCH_0023,652.5,2026-08-12 09:40:00,IN-Mumbai,0
TXN_000655,CARD_0035,DEV_0062,34.128.89.29,MERCH_0030,378.72,2026-08-23 07:24:00,IN-Chennai,0
TXN_000656,CARD_0073,DEV_0062,135.19.172.225,MERCH_0009,1173.77,2026-08-28 14:50:00,IN-Hyderabad,0
TXN_000657,CARD_0192,DEV_0117,214.99.188.174,MERCH_0033,174.07,2026-08-22 02:41:00,IN-Hyderabad,0
TXN_000658,CARD_0174,DEV_0132,137.194.162.161,MERCH_0004,2913.6,2026-08-31 03:25:00,IN-Kolkata,0
TXN_000659,CARD_0086,DEV_0038,217.225.51.135,MERCH_0036,560.52,2026-08-25 00:26:00,IN-Chennai,0
TXN_000660,CARD_0161,DEV_0141,80.192.168.209,MERCH_0019,414.01,2026-08-08 20:11:00,IN-Pune,0
TXN_000661,CARD_0190,DEV_0037,172.62.210.91,MERCH_0025,323.74,2026-08-16 20:01:00,IN-Chennai,0
TXN_000662,CARD_0164,DEV_0088,61.227.145.193,MERCH_0025,922.52,2026-08-07 17:16:00,IN-Mumbai,0
TXN_000663,CARD_0050,DEV_0032,2.104.154.243,MERCH_0033,262.55,2026-08-28 15:52:00,IN-Pune,0
TXN_000664,CARD_0072,DEV_0040,142.193.233.239,MERCH_0001,761.73,2026-08-09 05:03:00,IN-Mumbai,0
TXN_000665,CARD_0138,DEV_0129,24.216.185.5,MERCH_0007,393.71,2026-08-21 12:19:00,IN-Hyderabad,0
TXN_000666,CARD_0015,DEV_0031,166.183.31.102,MERCH_0028,525.34,2026-08-20 16:12:00,IN-Hyderabad,0
TXN_000667,CARD_0146,DEV_0148,90.158.200.34,MERCH_0036,133.94,2026-08-11 20:58:00,IN-Chennai,0
TXN_000668,CARD_0160,DEV_0146,90.158.200.34,MERCH_0008,262.22,2026-08-05 09:26:00,IN-Chennai,0
TXN_000669,CARD_0096,DEV_0092,59.46.222.251,MERCH_0029,686.4,2026-08-21 05:27:00,IN-Ahmedabad,0
TXN_000670,CARD_0037,DEV_0094,155.220.50.204,MERCH_0033,622.53,2026-08-13 17:51:00,IN-Kolkata,0
TXN_000671,CARD_0150,DEV_0112,24.216.185.5,MERCH_0031,951.5,2026-08-14 12:43:00,IN-Kolkata,0
TXN_000672,CARD_0106,DEV_0131,175.92.87.45,MERCH_0033,636.91,2026-08-25 22:16:00,IN-Hyderabad,0
TXN_000673,CARD_0177,DEV_0030,179.71.240.115,MERCH_0038,200.04,2026-08-10 22:54:00,IN-Delhi,0
TXN_000674,CARD_0104,DEV_0036,137.122.158.248,MERCH_0009,368.38,2026-08-15 16:14:00,IN-Mumbai,0
TXN_000675,CARD_0150,DEV_0089,29.147.121.78,MERCH_0004,652.16,2026-08-18 14:36:00,IN-Kolkata,0
TXN_000676,CARD_0011,DEV_0096,90.13.212.14,MERCH_0030,595.23,2026-08-06 09:59:00,IN-Kolkata,0
TXN_000677,CARD_0184,DEV_0115,109.128.233.217,MERCH_0028,674.28,2026-08-26 10:52:00,IN-Kolkata,0
TXN_000678,CARD_0186,DEV_0101,2.104.154.243,MERCH_0021,554.53,2026-08-04 01:31:00,IN-Mumbai,0
TXN_000679,CARD_0011,DEV_0006,175.165.161.39,MERCH_0036,3571.34,2026-08-12 07:57:00,IN-Kolkata,0
TXN_000680,CARD_0197,DEV_0158,182.213.148.30,MERCH_0034,848.0,2026-08-06 23:07:00,IN-Delhi,0
TXN_000681,CARD_0193,DEV_0004,190.21.230.233,MERCH_0007,1447.82,2026-08-06 13:04:00,IN-Delhi,0
TXN_000682,CARD_0136,DEV_0021,131.99.178.90,MERCH_0034,2309.02,2026-08-31 15:12:00,IN-Mumbai,0
TXN_000683,CARD_0082,DEV_0046,142.193.233.239,MERCH_0026,1835.11,2026-08-30 10:47:00,IN-Chennai,0
TXN_000684,CARD_0135,DEV_0022,218.232.46.170,MERCH_0009,443.42,2026-08-20 19:01:00,IN-Chennai,0
TXN_000685,CARD_0104,DEV_0014,83.75.33.33,MERCH_0019,504.07,2026-08-29 19:35:00,IN-Mumbai,0
TXN_000686,CARD_0025,DEV_0060,80.166.43.227,MERCH_0031,245.29,2026-08-13 17:01:00,IN-Chennai,0
TXN_000687,CARD_0192,DEV_0016,142.193.233.239,MERCH_0030,355.08,2026-08-27 06:14:00,IN-Hyderabad,0
TXN_000688,CARD_0104,DEV_0032,112.9.235.236,MERCH_0019,276.0,2026-08-31 15:35:00,IN-Mumbai,0
TXN_000689,CARD_0104,DEV_0138,137.122.158.248,MERCH_0010,1106.84,2026-08-03 13:28:00,IN-Mumbai,0
TXN_000690,CARD_0062,DEV_0015,25.120.69.100,MERCH_0030,883.44,2026-08-13 05:04:00,IN-Ahmedabad,0
TXN_000691,CARD_0153,DEV_0011,55.174.248.50,MERCH_0010,870.02,2026-08-15 04:42:00,IN-Chennai,0
TXN_000692,CARD_0136,DEV_0142,118.32.56.215,MERCH_0017,4054.05,2026-08-18 19:33:00,IN-Mumbai,0
TXN_000693,CARD_0110,DEV_0082,76.167.212.45,MERCH_0021,1034.04,2026-08-09 12:32:00,IN-Hyderabad,0
TXN_000694,CARD_0117,DEV_0000,90.188.58.196,MERCH_0038,1537.3,2026-08-17 13:10:00,IN-Pune,0
TXN_000695,CARD_0001,DEV_0019,142.193.233.239,MERCH_0034,1599.41,2026-08-24 14:23:00,IN-Chennai,0
TXN_000696,CARD_0171,DEV_0002,130.108.79.169,MERCH_0007,509.52,2026-08-26 21:07:00,IN-Mumbai,0
TXN_000697,CARD_0094,DEV_0091,139.18.35.61,MERCH_0012,3146.29,2026-08-12 06:20:00,IN-Delhi,0
TXN_000698,CARD_0157,DEV_0071,93.34.10.100,MERCH_0031,655.23,2026-08-22 10:22:00,IN-Bangalore,0
TXN_000699,CARD_0180,DEV_0128,76.151.11.251,MERCH_0031,289.68,2026-08-22 23:33:00,IN-Bangalore,0
TXN_000700,CARD_0141,DEV_0150,20.151.51.130,MERCH_0008,806.61,2026-08-06 18:01:00,IN-Pune,0
TXN_000701,CARD_0016,DEV_0005,209.75.120.27,MERCH_0034,67.54,2026-08-06 13:26:00,IN-Delhi,0
TXN_000702,CARD_0064,DEV_0013,18.46.43.24,MERCH_0020,471.42,2026-08-11 20:07:00,IN-Ahmedabad,0
TXN_000703,CARD_0104,DEV_0057,191.214.79.227,MERCH_0003,273.81,2026-08-08 21:49:00,IN-Mumbai,0
TXN_000704,CARD_0107,DEV_0146,55.174.248.50,MERCH_0001,398.01,2026-08-18 02:30:00,IN-Chennai,0
TXN_000705,CARD_0057,DEV_0016,142.193.233.239,MERCH_0006,331.05,2026-08-13 05:00:00,IN-Chennai,0
TXN_000706,CARD_0122,DEV_0064,43.153.14.12,MERCH_0015,891.52,2026-08-31 09:41:00,IN-Kolkata,0
TXN_000707,CARD_0121,DEV_0060,61.227.145.193,MERCH_0004,1870.33,2026-08-16 23:41:00,IN-Mumbai,0
TXN_000708,CARD_0153,DEV_0015,123.205.218.176,MERCH_0002,759.96,2026-08-28 03:26:00,IN-Mumbai,0
TXN_000709,CARD_0080,DEV_0014,167.77.253.247,MERCH_0035,591.6,2026-08-29 12:54:00,IN-Bangalore,0
TXN_000710,CARD_0075,DEV_0153,88.136.1.73,MERCH_0039,1104.64,2026-08-14 05:11:00,IN-Chennai,0
TXN_000711,CARD_0116,DEV_0006,70.226.217.125,MERCH_0029,878.98,2026-08-13 00:19:00,IN-Chennai,0
TXN_000712,CARD_0084,DEV_0049,128.73.118.119,MERCH_0036,778.67,2026-08-27 13:57:00,IN-Ahmedabad,0
TXN_000713,CARD_0163,DEV_0062,119.144.195.129,MERCH_0008,1241.98,2026-08-16 07:45:00,IN-Pune,0
TXN_000714,CARD_0011,DEV_0091,44.235.185.23,MERCH_0019,704.99,2026-08-18 07:30:00,IN-Kolkata,0
TXN_000715,CARD_0138,DEV_0002,112.205.40.102,MERCH_0033,833.0,2026-08-25 18:55:00,IN-Hyderabad,0
TXN_000716,CARD_0168,DEV_0013,4.183.121.151,MERCH_0027,2035.77,2026-08-29 21:19:00,IN-Pune,0
TXN_000717,CARD_0050,DEV_0119,199.173.26.203,MERCH_0038,318.44,2026-08-03 08:16:00,IN-Delhi,0
TXN_000718,CARD_0084,DEV_0116,169.205.35.37,MERCH_0002,572.58,2026-08-06 17:36:00,IN-Kolkata,0
TXN_000719,CARD_0056,DEV_0061,55.174.248.50,MERCH_0030,219.79,2026-08-03 10:13:00,IN-Delhi,0
TXN_000720,CARD_0196,DEV_0001,88.136.1.73,MERCH_0023,483.24,2026-08-17 09:49:00,IN-Hyderabad,0
TXN_000721,CARD_0018,DEV_0149,82.242.195.99,MERCH_0023,445.25,2026-08-07 06:03:00,IN-Hyderabad,0
TXN_000722,CARD_0007,DEV_0045,149.250.76.115,MERCH_0012,381.78,2026-08-19 13:37:00,IN-Mumbai,0
TXN_000723,CARD_0045,DEV_0028,208.69.32.184,MERCH_0021,1033.95,2026-08-27 21:24:00,IN-Ahmedabad,0
TXN_000724,CARD_0053,DEV_0134,118.32.56.215,MERCH_0039,524.35,2026-08-21 13:37:00,IN-Mumbai,0
TXN_000725,CARD_0111,DEV_0095,57.170.86.20,MERCH_0020,238.62,2026-08-29 12:31:00,IN-Kolkata,0
TXN_000726,CARD_0109,DEV_0038,150.195.190.28,MERCH_0020,1444.22,2026-08-21 08:49:00,IN-Chennai,0
TXN_000727,CARD_0013,DEV_0020,214.99.188.174,MERCH_0030,1412.83,2026-08-19 18:01:00,IN-Hyderabad,0
TXN_000728,CARD_0169,DEV_0130,169.205.35.37,MERCH_0023,1984.69,2026-08-24 21:03:00,IN-Mumbai,0
TXN_000729,CARD_0132,DEV_0126,25.120.69.100,MERCH_0030,717.75,2026-08-17 20:24:00,IN-Delhi,0
TXN_000730,CARD_0148,DEV_0055,81.130.191.245,MERCH_0019,603.87,2026-08-05 22:04:00,IN-Hyderabad,0
TXN_000731,CARD_0096,DEV_0058,82.242.195.99,MERCH_0037,344.59,2026-08-15 11:18:00,IN-Ahmedabad,0
TXN_000732,CARD_0119,DEV_0127,25.120.69.100,MERCH_0020,611.08,2026-08-17 04:31:00,IN-Pune,0
TXN_000733,CARD_0097,DEV_0019,93.34.10.100,MERCH_0019,46562.49,2026-08-12 09:29:00,GB-London,1
TXN_000734,CARD_0021,DEV_0058,175.92.87.45,MERCH_0006,1874.0,2026-08-09 15:52:00,IN-Delhi,0
TXN_000735,CARD_0018,DEV_0077,174.70.49.232,MERCH_0017,330.87,2026-08-07 15:31:00,IN-Hyderabad,0
TXN_000736,CARD_0180,DEV_0148,90.188.58.196,MERCH_0000,518.05,2026-08-26 05:20:00,IN-Kolkata,0
TXN_000737,CARD_0167,DEV_0053,221.203.187.24,MERCH_0030,145.43,2026-08-25 16:52:00,IN-Ahmedabad,0
TXN_000738,CARD_0132,DEV_0021,203.74.70.10,MERCH_0020,1258.73,2026-08-07 08:19:00,IN-Delhi,0
TXN_000739,CARD_0048,DEV_0095,182.213.148.30,MERCH_0008,558.4,2026-08-13 11:42:00,IN-Kolkata,0
TXN_000740,CARD_0032,DEV_0057,81.130.191.245,MERCH_0026,972.67,2026-09-01 01:21:00,IN-Hyderabad,0
TXN_000741,CARD_0175,DEV_0008,109.128.233.217,MERCH_0008,907.3,2026-08-08 00:43:00,IN-Mumbai,0
TXN_000742,CARD_0084,DEV_0048,43.153.14.12,MERCH_0030,462.79,2026-08-05 01:17:00,IN-Pune,0
TXN_000743,CARD_0084,DEV_0141,179.122.196.60,MERCH_0011,462.19,2026-08-11 22:44:00,IN-Ahmedabad,0
TXN_000744,CARD_0176,DEV_0134,109.26.147.154,MERCH_0004,430.44,2026-08-31 06:37:00,IN-Chennai,0
TXN_000745,CARD_0014,DEV_0040,128.73.118.119,MERCH_0007,1707.35,2026-08-31 23:52:00,IN-Bangalore,0
TXN_000746,CARD_0137,DEV_0052,18.46.43.24,MERCH_0019,1458.66,2026-08-29 08:49:00,IN-Delhi,0
TXN_000747,CARD_0181,DEV_0128,191.214.79.227,MERCH_0029,3441.66,2026-08-25 06:30:00,IN-Pune,0
TXN_000748,CARD_0051,DEV_0102,210.102.70.224,MERCH_0037,26397.0,2026-08-26 00:04:00,AE-Dubai,1
TXN_000749,CARD_0063,DEV_0023,10.29.188.213,MERCH_0018,575.39,2026-08-06 14:11:00,IN-Pune,0
TXN_000750,CARD_0116,DEV_0158,109.26.147.154,MERCH_0027,566.87,2026-08-18 23:02:00,IN-Chennai,0
TXN_000751,CARD_0098,DEV_0017,100.191.129.192,MERCH_0013,792.18,2026-08-24 03:33:00,IN-Ahmedabad,0
TXN_000752,CARD_0126,DEV_0129,167.110.220.116,MERCH_0020,290.45,2026-08-07 08:06:00,IN-Chennai,0
TXN_000753,CARD_0115,DEV_0118,34.128.89.29,MERCH_0024,624.51,2026-08-23 01:25:00,IN-Mumbai,0
TXN_000754,CARD_0190,DEV_0118,130.108.79.169,MERCH_0031,1732.19,2026-08-23 15:35:00,IN-Chennai,0
TXN_000755,CARD_0017,DEV_0136,76.151.11.251,MERCH_0025,277.6,2026-08-02 14:17:00,IN-Delhi,0
TXN_000756,CARD_0019,DEV_0055,62.213.95.171,MERCH_0002,289.04,2026-08-31 23:41:00,IN-Kolkata,0
TXN_000757,CARD_0172,DEV_0026,199.173.26.203,MERCH_0024,1433.29,2026-08-12 09:05:00,IN-Bangalore,0
TXN_000758,CARD_0078,DEV_0063,100.191.129.192,MERCH_0023,4048.12,2026-08-05 06:32:00,IN-Bangalore,0
TXN_000759,CARD_0061,DEV_0049,207.151.173.206,MERCH_0004,2079.01,2026-08-31 18:24:00,IN-Kolkata,0
TXN_000760,CARD_0024,DEV_0083,137.117.181.19,MERCH_0020,156.93,2026-08-24 20:33:00,IN-Hyderabad,0
TXN_000761,CARD_0160,DEV_0044,155.220.50.204,MERCH_0000,334.68,2026-08-23 01:42:00,IN-Pune,0
TXN_000762,CARD_0167,DEV_0071,187.154.234.165,MERCH_0039,188.01,2026-08-14 18:50:00,IN-Ahmedabad,0
TXN_000763,CARD_0011,DEV_0026,214.99.188.174,MERCH_0034,1518.48,2026-08-22 13:12:00,IN-Kolkata,0
TXN_000764,CARD_0145,DEV_0081,37.209.79.20,MERCH_0030,1040.84,2026-08-28 04:26:00,IN-Delhi,0
TXN_000765,CARD_0085,DEV_0059,112.205.40.102,MERCH_0029,58237.14,2026-08-05 20:55:00,AE-Dubai,1
TXN_000766,CARD_0180,DEV_0060,135.19.172.225,MERCH_0027,1049.87,2026-08-21 21:51:00,IN-Bangalore,0
TXN_000767,CARD_0062,DEV_0096,10.29.188.213,MERCH_0013,663.5,2026-08-29 18:28:00,IN-Delhi,0
TXN_000768,CARD_0009,DEV_0071,10.29.188.213,MERCH_0020,1153.18,2026-08-05 06:40:00,IN-Ahmedabad,0
TXN_000769,CARD_0194,DEV_0058,24.216.185.5,MERCH_GIFTCARDS,95055.09,2026-08-13 14:45:00,SG-Singapore,1
TXN_000770,CARD_0084,DEV_0063,131.99.178.90,MERCH_0014,4333.59,2026-08-23 03:07:00,IN-Ahmedabad,0
TXN_000771,CARD_0097,DEV_0036,128.73.118.119,MERCH_0013,292.31,2026-08-24 03:27:00,IN-Bangalore,0
TXN_000772,CARD_0023,DEV_0020,80.192.168.209,MERCH_0027,1592.42,2026-08-07 12:26:00,IN-Kolkata,0
TXN_000773,CARD_0119,DEV_0073,172.62.210.91,MERCH_0036,342.0,2026-08-23 12:10:00,IN-Pune,0
TXN_000774,CARD_0162,DEV_0042,96.66.30.151,MERCH_0030,2236.07,2026-08-10 14:21:00,IN-Mumbai,0
TXN_000775,CARD_0108,DEV_0021,57.170.86.20,MERCH_0019,200.63,2026-08-12 18:30:00,IN-Chennai,0
TXN_000776,CARD_0137,DEV_0096,131.99.178.90,MERCH_0035,600.21,2026-08-24 12:01:00,IN-Delhi,0
TXN_000777,CARD_0123,DEV_0103,10.0.0.10,MERCH_0026,1174.29,2026-08-26 06:40:00,IN-Kolkata,0
TXN_000778,CARD_0101,DEV_0089,155.76.170.21,MERCH_0032,3590.25,2026-08-15 12:21:00,IN-Delhi,0
TXN_000779,CARD_0125,DEV_0008,175.165.161.39,MERCH_0023,1075.19,2026-08-15 17:46:00,IN-Chennai,0
TXN_000780,CARD_0180,DEV_0037,150.195.190.28,MERCH_0016,12342.42,2026-08-03 03:03:00,IN-Bangalore,0
TXN_000781,CARD_0154,DEV_0098,155.76.170.21,MERCH_0025,2157.1,2026-08-25 03:36:00,IN-Kolkata,0
TXN_000782,CARD_0150,DEV_0109,199.173.26.203,MERCH_0016,289.28,2026-08-28 20:10:00,IN-Kolkata,0
TXN_000783,CARD_0077,DEV_0105,43.153.14.12,MERCH_0005,512.08,2026-08-08 05:32:00,IN-Ahmedabad,0
TXN_000784,CARD_0162,DEV_0101,131.69.35.71,MERCH_0019,423.62,2026-08-16 19:45:00,IN-Mumbai,0
TXN_000785,CARD_0043,DEV_0106,24.216.185.5,MERCH_0018,1374.72,2026-09-01 10:12:00,IN-Hyderabad,0
TXN_000786,CARD_0110,DEV_0128,172.62.210.91,MERCH_0007,221.54,2026-08-15 10:42:00,IN-Pune,0
TXN_000787,CARD_0145,DEV_0049,93.34.10.100,MERCH_0016,5024.69,2026-08-24 01:10:00,IN-Delhi,0
